	symbol	available_exchanges	currency_base	currency_quote
422	BLAZR/BTC	['YoBit']	BlazerCoin	Bitcoin
423	BLAZR/USD	['Synthetic']	BlazerCoin	US Dollar
424	BLC/BTC	['C-Patex']	Blakecoin	Bitcoin
425	BLC/USD	['Synthetic']	Blakecoin	US Dollar
426	BLITZ/USD	['Synthetic']	Blitzcash	US Dollar
427	BLK/BTC	['Bittrex']	BlackCoin	Bitcoin
428	BLK/USD	['Synthetic']	BlackCoin	US Dollar
429	BLN/BTC	['Crex24']	Bolenum	Bitcoin
430	BLOCK/BTC	['Bittrex']	Blocknet	Bitcoin
431	BLOCK/USD	['Synthetic']	Blocknet	US Dollar
432	BLOK/USD	['Gate.io', 'KuCoin']	Bloktopia	US Dollar
433	BLRY/USD	['Synthetic']	BillaryCoin	US Dollar
434	BLUE/BTC	['YoBit']	Blue Protocol	Bitcoin
435	BLUE/ETH	['YoBit']	Blue Protocol	Ethereum
436	BLUE/USD	['Synthetic']	BLUE	US Dollar
437	BLUR/USD	['Binance']	Blur	US Dollar
438	BLU/USD	['Synthetic']	BlueCoin	US Dollar
439	BLX/USD	['Synthetic']	Blockchain Index	US Dollar
440	BLZE/BNB	['Binance']	Bluzelle	Binance Coin
441	BLZE/BTC	['Binance']	Bluzelle	Bitcoin
442	BLZE/ETH	['Binance', 'Gate.io']	Bluzelle	Ethereum
443	BLZE/USD	['Gate.io', 'Synthetic']	Bluzelle	US Dollar
444	BMC/BTC	['HitBTC']	Blackmoon	Bitcoin
445	BMC/ETH	['HitBTC']	Blackmoon	Ethereum
446	BMC/USD	['HitBTC']	Blackmoon	US Dollar
447	BMT/BTC	['YoBit']	BMChain	Bitcoin
448	BMT/ETH	['YoBit']	BMChain	Ethereum
449	BMT/RUB	['YoBit']	BMChain	Russian Ruble
450	BMT/USD	['Synthetic', 'YoBit']	BMChain	US Dollar
451	BNB/BRL	['Binance']	Binance Coin	Brazil Real
452	BNB/BTC	['Binance', 'p2pb2b']	Binance Coin	Bitcoin
453	BNB/CAD	['Synthetic']	BNB	Canadian Dollar
454	BNB/ETH	['Binance', 'p2pb2b']	Binance Coin	Ethereum
455	BNB/EUR	['Binance']	Binance Coin	Euro
456	BNB/INR	['Bitbns']	Binance Coin	Indian Rupee
457	BNB/TAUD	['Binance DEX']	BNB	TrueAUD
458	BNB/THB	['Bitkub']	Binance Coin	Thai Baht
459	BNB/TRY	['Binance']	Binance Coin	Turkish Lira
460	BNB/USD	['Binance', 'Gate.io']	Binance Coin	US Dollar
461	BNK/BTC	['HitBTC']	Bankera	Bitcoin
462	BNK/ETH	['HitBTC']	Bankera	Ethereum
463	BNK/USD	['HitBTC']	Bankera	US Dollar
464	BNS/BTC	['Kucoin']	BNS Token	Bitcoin
465	BNS/INR	['Bitbns']	BNS Token	Indian Rupee
466	BNS/USD	['Kucoin']	BNS Token	US Dollar
467	BNT/BTC	['Binance', 'HitBTC']	Bancor	Bitcoin
468	BNT/ETH	['Binance', 'Bittrex']	Bancor	Ethereum
469	BNT/USD	['HitBTC', 'OKEx']	Bancor	US Dollar
470	BNTY/ETH	['Gate.io']	Bounty0x	Ethereum
471	BNTY/USD	['Gate.io']	Bounty0x	US Dollar
472	BNXr/BTC	['Binance']	BinaryX	Bitcoin
473	BNXr/USD	['Binance']	BinaryX	US Dollar
474	BOAT/USD	['Synthetic']	BOAT	US Dollar
475	BOK/BTC	['Coineal']	Blockium	Bitcoin
476	BOK/USD	['Synthetic']	Blockium	US Dollar
477	BOLI/BTC	['YoBit']	Bolivarcoin	Bitcoin
478	BORA/KRW	['Upbit']	BORA	Korean Won
479	BORA/USD	['Synthetic']	BORA	US Dollar
480	BOX/BTC	['Huobi']	ContentBox	Bitcoin
481	BOX/USD	['Synthetic']	ContentBox	US Dollar
482	BPC/BTC	['Livecoin']	Bitpark Coin	Bitcoin
483	BPCN/USD	['Synthetic']	Big Profit Coin	US Dollar
484	BPC/USD	['Synthetic']	Bitpark Coin	US Dollar
485	BPL/USD	['Synthetic']	Blockpool	US Dollar
486	BQ/USD	['Synthetic']	bitqy	US Dollar
487	BQX/BTC	['Binance']	Voyager Token	Bitcoin
488	BQX/ETH	['Binance', 'HitBTC']	Voyager Token	Ethereum
489	BQX/USD	['Synthetic']	Voyager Token	US Dollar
490	BRAIN/BTC	['YoBit']	Braincoin	Bitcoin
491	BRAIN/USD	['Synthetic']	Braincoin	US Dollar
492	BRAT/USD	['Synthetic']	BROTHER	US Dollar
493	BRD/BTC	['Binance']	Bread	Bitcoin
494	BRD/ETH	['Binance']	Bread	Ethereum
495	BRD/USD	['Synthetic']	Bread	US Dollar
496	BRETT/USD	['Bybit']	Brett	US Dollar
497	BRIA/USD	['BTC-Alpha']	BriaCoin	US Dollar
498	BRIT/USD	['Synthetic']	BritCoin	US Dollar
499	BRK/USD	['Synthetic']	Breakout	US Dollar
500	BRO/BTC	['Crex24']	Bitradio	Bitcoin
501	BRO/USD	['Synthetic']	Bitradio	US Dollar
502	BRX/USD	['Synthetic']	Breakout Stake	US Dollar
503	BRZE/BTC	['CoinTiger', 'ProBit Exchange']	Breezecoin	Bitcoin
504	BRZE/USD	['Synthetic']	Breezecoin	US Dollar
505	BSC/BTC	['YoBit']	BowsCoin	Bitcoin
506	BSC/USD	['Synthetic']	BowsCoin	US Dollar
507	BSN/BTC	['Crex24']	Bastonet	Bitcoin
508	BSN/USD	['Synthetic']	Bastonet	US Dollar
509	BSR/USD	['Synthetic']	BitSoar	US Dollar
510	BSTAR/USD	['Synthetic']	Blackstar	US Dollar
511	BST/USD	['Synthetic']	BlockStamp	US Dollar
512	BSTY/BTC	['YoBit']	GlobalBoost-Y	Bitcoin
513	BSTY/USD	['Synthetic']	GlobalBoost-Y	US Dollar
514	BSV/BCH	['CoinEx']	Bitcoin SV	Bitcoin Cash
515	BSV/BTC	['Huobi', 'OKEx']	Bitcoin SV	Bitcoin
516	BSV/CAD	['Synthetic']	Bitcoin SV	Canadian Dollar
517	BSV/ETH	['Bittrex']	Bitcoin SV	Ethereum
518	BSV/EUR	['Synthetic']	Bitcoin SV	Euro
519	BSV/KRW	['Bithumb', 'Upbit']	Bitcoin SV	Korean Won
520	BSV/THB	['Bitkub']	Bitcoin SV	Thai Baht
521	BSV/USD	['Huobi', 'OKEx']	Bitcoin SV	US Dollar
522	BSV/ZAR	['AltCoinTrader']	Bitcoin SV	South African Rand
523	BSW/TRY	['Binance']	Biswap	Turkish Lira
524	BSW/USD	['Binance', 'Gate.io']	Biswap	US Dollar
525	BTA/BTC	['YoBit']	Bata	Bitcoin
526	BTA/USD	['Synthetic']	Bata	US Dollar
527	BTB/BTC	['Livecoin']	BitBar	Bitcoin
528	BTBc/USD	['Synthetic']	Bitbase	US Dollar
529	BTB/USD	['Synthetic']	BitBar	US Dollar
530	BTC2X/USD	['Synthetic']	Bitcoin2x	US Dollar
531	BTC/AUD	['BTC Markets', 'Independent Reserve']	Bitcoin	Australian Dollar
532	BTCB/BTC	['HitBTC']	Bitcoin BEP2	Ethereum
533	BTC/BRL	['Binance', 'MercadoBitcoin', 'NovaDAX']	Bitcoin	Brazil Real
534	BTCB/USD	['Synthetic']	Bitcoin BEP2	US Dollar
535	BTC/CAD	['CoinField', 'Kraken']	Bitcoin	Canadian Dollar
536	BTC/CHF	['Kraken']	Bitcoin	Swiss Franc
537	BTC/CNY	['TOPBTC']	Bitcoin	Chinese Yuan
538	BTC/ETH	['Synthetic']	Bitcoin	Ethereum
539	BTC/EUR	['Binance', 'BitStamp', 'Coinbase Pro', 'Kraken']	Bitcoin	Euro
540	BTC/GBP	['Binance', 'Coinbase Pro']	Bitcoin	British Pound
541	BTC/HKD	['QUOINE']	Bitcoin	Hong Kong Dollar
542	BTC/IDR	['BTC Indonesia', 'Luno']	Bitcoin	Indonesian Rupiah
543	BTC/ILS	['Synthetic']	Bitcoin	Israeli Shekel
544	BTC/INR	['Bitbns', 'Synthetic']	Bitcoin	Indian Rupee
545	BTC/JPY	['bitFlyer', 'BTCBOX']	Bitcoin	Japanese Yen
546	BTC/KRW	['Bithumb', 'Coinone', 'Upbit']	Bitcoin	Korean Won
547	BTCM/BTC	['YoBit']	BTCMoon	Bitcoin
548	BTCM/USD	['YoBit']	BTCMoon	US Dollar
549	BTC/MXN	['Bitso', 'Synthetic']	Bitcoin	Mexican Peso
550	BTC/MYR	['Luno', 'Synthetic']	Bitcoin	Malaysian Ringgit
551	BTC/NGN	['Luno']	Bitcoin	Nigerian Naira
552	BTC/NZD	['Independent Reserve']	Bitcoin	New Zealand Dollar
553	BTCP/BTC	['TOPBTC', 'TradeOgre']	Bitcoin Private	Bitcoin
554	BTC/PEN	['Bitinka']	Bitcoin	Peru Sol
555	BTC/PLN	['BitBay', 'Exmo']	Bitcoin	Polish Zloty
556	BTCP/USD	['Synthetic']	Bitcoin Private	US Dollar
557	BTCR/BTC	['YoBit']	Bitcurrency	Bitcoin
558	BTCRED/BTC	['YoBit']	Bitcoin Red	Bitcoin
559	BTCRED/USD	['YoBit']	Bitcoin Red	US Dollar
560	BTC/RUB	['CEX.IO', 'Exmo']	Bitcoin	Russian Ruble
561	BTCR/USD	['Synthetic']	Bitcurrency	US Dollar
562	BTC/SAR	['Synthetic']	Bitcoin	Saudi Riyal
563	BTC/SEK	['Synthetic']	Bitcoin	Swedish Krona
564	BTC/SGD	['Luno', 'QUOINE']	Bitcoin	Singapore Dollar
565	BTCST/BTC	['Binance']	Bitcoin Standard Hashrate Token	Bitcoin
566	BTCST/ETH	['Gate.io']	Bitcoin Standard Hashrate Token	Ethereum
567	BTCST/USD	['Binance', 'Gate.io']	Bitcoin Standard Hashrate Token	US Dollar
568	BTCS/USD	['Synthetic']	Bitcoin Scrypt	US Dollar
569	BTC/THB	['Bitkub', 'Satang Pro']	Bitcoin	Thai Baht
570	BTC/TRY	['BTCTurk', 'Paribu']	Bitcoin	Turkish Lira
571	BTC/UAH	['Exmo']	Bitcoin	Ukrainian Hryvnia
572	BTC/UGX	['Luno']	Bitcoin	Ugandan Shilling
573	BTC/USD	['Binance', 'Bitfinex', 'Coinbase Pro', 'FTX']	Bitcoin	US Dollar
574	BTCV/BTC	['Coineal', 'MXC']	Bitcoin Vault	Bitcoin
575	BTC/VND	['Synthetic']	Bitcoin	Vietnamese Dong
576	BTCV/USD	['Coineal', 'MXC']	Bitcoin Vault	US Dollar
577	BTC/XAU	['Synthetic']	Bitcoin	Gold Spot
578	BTC/XRP	['CoinField']	Bitcoin	XRP
579	BTC/ZAR	['Luno', 'Synthetic']	Bitcoin	South African Rand
580	BTCZ/BTC	['Graviex']	BitcoinZ	Bitcoin
581	BTC/ZMW	['Luno']	Bitcoin	Zambia Kwacha
582	BTCZ/USD	['BTC-Alpha', 'Synthetic']	BitcoinZ	US Dollar
583	BTDX/BTC	['Crex24']	Bitcloud	Bitcoin
584	BTDX/USD	['Synthetic']	Bitcloud	US Dollar
585	BTE/USD	['Synthetic']	BitSerial	US Dollar
586	BTG/AUD	['Synthetic']	Bitcoin Gold	Australian Dollar
587	BTG/BTC	['Binance', 'HitBTC']	Bitcoin Gold	Bitcoin
588	BTG/CAD	['Synthetic']	Bitcoin Gold	Canadian Dollar
589	BTG/CNY	['Synthetic']	Bitcoin Gold	Chinese Yuan
590	BTG/ETH	['HitBTC']	Bitcoin Gold	Ethereum
591	BTG/HKD	['Synthetic']	Bitcoin Gold	Hong Kong Dollar
592	BTG/ILS	['Synthetic']	Bitcoin Gold	Israeli Shekel
593	BTG/INR	['Synthetic']	Bitcoin Gold	Indian Rupee
594	BTG/KRW	['Bithumb', 'Upbit']	Bitcoin Gold	Korean Won
595	BTG/MXN	['Synthetic']	Bitcoin Gold	Mexican Peso
596	BTG/MYR	['Synthetic']	Bitcoin Gold	Malaysian Ringgit
597	BTG/PLN	['BitBay', 'Synthetic']	Bitcoin Gold	Polish Zloty
598	BTG/RUB	['Synthetic']	Bitcoin Gold	Russian Ruble
599	BTG/SAR	['Synthetic']	Bitcoin Gold	Saudi Riyal
600	BTG/SEK	['Synthetic']	Bitcoin Gold	Swedish Krona
601	BTG/TRY	['Bitci.com', 'Synthetic']	Bitcoin Gold	Turkish Lira
602	BTG/USD	['HitBTC', 'OKEx']	Bitcoin Gold	US Dollar
603	BTG/VND	['Synthetic']	Bitcoin Gold	Vietnamese Dong
604	BTG/ZAR	['Synthetic']	Bitcoin Gold	South African Rand
605	BTK/USD	['Synthetic']	Bitcoin Turbo Koin	US Dollar
606	BTMA/USD	['Synthetic']	Bitmark	US Dollar
607	BTM/BTC	['Bibox', 'Gate.io', 'Huobi', 'OKEx']	Bytom	Bitcoin
608	BTM/ETH	['Bibox', 'OKEx']	Bytom	Ethereum
609	BTM/USD	['Bibox', 'Huobi', 'OKEx']	Bytom	US Dollar
610	BTO/BTC	['Crex24']	Bottos	Bitcoin
611	BTO/ETH	['Gate.io']	Bottos	Ethereum
612	BTO/USD	['Gate.io']	Bottos	US Dollar
613	BTPL/USD	['Synthetic']	Bitcoin Planet	US Dollar
614	BTS/BTC	['Binance', 'Huobi']	BitShares	Bitcoin
615	BTS/ETH	['CoinTiger', 'Huobi']	BitShares	Ethereum
616	BTS/USD	['Binance', 'Gate.io', 'Huobi', 'Synthetic']	BitShares	US Dollar
617	BTT/INR	['Bitbns']	BitTorrent (New)	Indian Rupee
618	BTT/KRW	['Bithumb', 'Upbit']	BitTorrent (New)	Korean Won
619	BTTN/BNB	['Binance']	BitTorrent	Binance Coin
620	BTTN/BRL	['NovaDAX']	BitTorrent	Brazil Real
621	BTTN/BTC	['Huobi', 'OKEx']	BitTorrent	Bitcoin
622	BTTN/ETH	['Huobi', 'Kucoin']	BitTorrent	Ethereum
623	BTTN/EUR	['Binance']	BitTorrent	Euro
624	BTTN/IDR	['Indodax']	BitTorrent	Indonesian Rupiah
625	BTTN/INR	['Bitbns']	BitTorrent	Indian Rupee
626	BTTN/KRW	['Bithumb', 'Upbit']	BitTorrent	Korean Won
627	BTTN/TRX	['LATOKEN']	BitTorrent	TRON
628	BTTN/TRY	['Binance', 'Paribu']	BitTorrent	Turkish Lira
629	BTTN/USD	['Binance', 'Huobi']	BitTorrent	US Dollar
630	BTT/TRX	['Poloniex']	BitTorrent (New)	TRON
631	BTT/TRY	['Binance', 'Paribu']	BitTorrent (New)	Turkish Lira
632	BTT/USD	['Binance', 'KuCoin', 'Poloniex']	BitTorrent (New)	US Dollar
633	BTUp/BTC	['Bittrex']	BTU Protocol	Bitcoin
634	BTUp/USD	['Synthetic']	BTU Protocol	US Dollar
635	BTW/USD	['Synthetic']	BitWhite	US Dollar
636	BTXN/TRY	['Bitexen']	BTXN Coin	Turkish Lira
637	BTXN/USD	['Synthetic']	BTXN Coin	US Dollar
638	BTX/USD	['Hotbit']	BitCore	US Dollar
639	BUB/BTC	['YoBit']	Bubble	Bitcoin
640	BU/BTC	['Hotbit']	BUMO	Bitcoin
641	BUB/USD	['Synthetic']	Bubble	US Dollar
642	BUCKS/BTC	['YoBit']	SwagBucks	Bitcoin
643	BUCKS/USD	['Synthetic']	SwagBucks	US Dollar
644	BUL/BTC	['Crex24']	Bulleon	Bitcoin
645	BUL/USD	['Synthetic']	Bulleon	US Dollar
646	BUMBA/USD	['Synthetic']	BumbaCoin	US Dollar
647	BUSD/INR	['Bitbns']	Binance USD	Indian Rupee
648	BUSD/USD	['Binance', 'LBank']	Binance USD	US Dollar
649	BU/USD	['Gate.io', 'Synthetic']	BUMO	US Dollar
650	BUZZ/USD	['Synthetic']	BuzzCoin	US Dollar
651	BVC/BTC	['YoBit']	BeaverCoin	Bitcoin
652	BVC/USD	['Synthetic']	BeaverCoin	US Dollar
653	BWK/BTC	['Crex24']	Bulwark	Bitcoin
654	BWK/USD	['Synthetic']	Bulwark	US Dollar
655	BXC/USD	['Synthetic']	Bitcedi	US Dollar
656	BXT/BTC	['YoBit']	BitTokens	Bitcoin
657	BXT/USD	['Synthetic']	BitTokens	US Dollar
658	BYC/USD	['Synthetic']	Bytecent	US Dollar
659	BZE/BTC	['Crex24']	BZEdge	Bitcoin
660	BZE/USD	['Synthetic']	BZEdge	US Dollar
661	BZNT/BNB	['Binance DEX']	Bezant	Binance Coin
662	BZNT/USD	['Synthetic']	Bezant	US Dollar
663	BZX/BTC	['Crex24']	Bitcoin Zero	Bitcoin
664	BZX/USD	['Synthetic']	Bitcoin Zero	US Dollar
665	C20/BTC	['HitBTC']	CRYPTO20	Bitcoin
666	C20/ETH	['HitBTC']	CRYPTO20	Ethereum
667	C20/USD	['Synthetic']	CRYPTO20	US Dollar
668	C2/BTC	['YoBit']	Coin2.1	Bitcoin
669	C2/USD	['Synthetic']	Coin2.1	US Dollar
670	C98/BTC	['Binance']	Coin98	Bitcoin
671	C98/USD	['Binance']	Coin98	US Dollar
672	CAB/BTC	['YoBit']	Cabbage	Bitcoin
673	CAB/USD	['Synthetic']	Cabbage	US Dollar
674	CAG/BTC	['Kucoin']	Change	Bitcoin
675	CAG/USD	['Synthetic']	Change	US Dollar
676	CAKE/BNB	['Binance']	PancakeSwap	Binance Coin
677	CAKE/BRL	['NovaDAX']	PancakeSwap	Brazil Real
678	CAKE/BTC	['Binance']	PancakeSwap	Bitcoin
679	CAKE/INR	['Bitbns']	PancakeSwap	Indian Rupee
680	CAKE/USD	['Binance', 'MXC']	PancakeSwap	US Dollar
681	CALC/USD	['Synthetic']	CaliphCoin	US Dollar
682	CAN/BNB	['Binance DEX']	CanYaCoin	Binance Coin
683	CANN/BTC	['YoBit']	CannabisCoin	Bitcoin
684	CANN/USD	['Synthetic']	CannabisCoin	US Dollar
685	CAN/USD	['Synthetic']	CanYaCoin	US Dollar
686	CAPP/BTC	['Kucoin']	Cappasity	Bitcoin
687	CAPP/ETH	['Kucoin']	Cappasity	Ethereum
688	CAPP/USD	['Synthetic']	Cappasity	US Dollar
689	CARBON/USD	['YoBit']	Carboncoin	US Dollar
690	CARD/BTC	['Hotbit']	Cardstack	Bitcoin
691	CARD/ETH	['Hotbit']	Cardstack	Ethereum
692	CARD/USD	['Synthetic']	Cardstack	US Dollar
693	CASH/USD	['Synthetic']	Cashcoin	US Dollar
694	CAT/USD	['Synthetic']	BlockCAT	US Dollar
695	CBBTC/USD	['Uniswap']	Coinbase Wrapped BTC	US Dollar
696	CBC/BTC	['YoBit']	CryptoBossCoin	Bitcoin
697	CBC/USD	['Coinsbit', 'Synthetic']	CryptoBossCoin	US Dollar
698	CBD/USD	['Synthetic']	CBD Crystals	US Dollar
699	CBT/USD	['Synthetic']	CommerceBlock	US Dollar
700	CBX/BTC	['YoBit']	Crypto Bullion	Bitcoin
701	CBXN/BTC	['Crex24']	Bullion	Bitcoin
702	CBXN/USD	['Synthetic']	Bullion	US Dollar
703	CBX/USD	['Synthetic']	Crypto Bullion	US Dollar
704	CCO/ETH	['Mercatox']	Ccore	Ethereum
705	CCO/USD	['Synthetic']	Ccore	US Dollar
706	CCRB/BTC	['BTC-Alpha']	CryptoCarbon	Bitcoin
707	CCRB/USD	['Synthetic']	CryptoCarbon	US Dollar
708	CCT/BTC	['YoBit']	Crystal Clear	Bitcoin
709	CCT/USD	['Synthetic']	Crystal Clear	US Dollar
710	CDM/USD	['Synthetic']	Condominium	US Dollar
711	CDN/USD	['Synthetic']	Canada eCoin	US Dollar
712	CDT/BTC	['Binance', 'HitBTC']	CoinDash	Bitcoin
713	CDT/ETH	['Binance', 'Gate.io']	CoinDash	Ethereum
714	CDT/USD	['Gate.io']	CoinDash	US Dollar
715	CDX/BTC	['Livecoin']	CDX Network	Bitcoin
716	CDX/USD	['Synthetic']	CDX Network	US Dollar
717	CEEK/USD	['Gate.io']	CEEK VR	US Dollar
718	CEL/CAD	['Synthetic']	Celsius	Canadian Dollar
719	CEL/ETH	['Gate.io', 'Liquid']	Celsius	Ethereum
720	CELO/CAD	['Synthetic']	Celo	Canadian Dollar
721	CELO/USD	['Binance', 'Gate.io']	Celo	US Dollar
722	CELR/BNB	['Binance']	Celer Network	Binance Coin
723	CELR/BTC	['Binance']	Celer Network	Bitcoin
724	CELR/USD	['Binance', 'Gate.io']	Celer Network	US Dollar
725	CEL/USD	['FTX', 'Synthetic']	Celsius	US Dollar
726	CENNZ/BTC	['HitBTC']	Centrality	Bitcoin
727	CENNZ/ETH	['HitBTC']	Centrality	Ethereum
728	CENNZ/USD	['Synthetic']	Centrality	US Dollar
729	CET/BCH	['CoinEx']	CoinEx Token	Bitcoin Cash
730	CET/BTC	['CoinEx']	CoinEx Token	Bitcoin
731	CET/ETH	['CoinEx']	CoinEx Token	Ethereum
732	CET/USD	['CoinEx']	CoinEx Token	US Dollar
733	CF/BTC	['YoBit']	Californium	Bitcoin
734	CFC/USD	['Synthetic']	CoffeeCoin	US Dollar
735	CFD/USD	['Synthetic']	Confido	US Dollar
736	CF/USD	['Synthetic']	Californium	US Dollar
737	CFX/BTC	['Binance']	Conflux	Bitcoin
738	CFX/USD	['Binance']	Conflux	US Dollar
739	CGLD/BTC	['Coinbase Pro']	Celo	Bitcoin
740	CGLD/USD	['Coinbase Pro']	Celo	US Dollar
741	CHAT/BTC	['Huobi']	ChatCoin	Bitcoin
742	CHAT/ETH	['Huobi']	ChatCoin	Ethereum
743	CHAT/USD	['ZB.COM']	ChatCoin	US Dollar
744	CHC/USD	['Synthetic']	ChainCoin	US Dollar
745	CHEAP/USD	['Synthetic']	Cheapcoin	US Dollar
746	CHESS/BTC	['YoBit']	ChessCoin	Bitcoin
747	CHESS/USD	['Synthetic']	ChessCoin	US Dollar
748	CHR/BTC	['Binance']	Chromia	Bitcoin
749	CHR/USD	['Binance', 'Huobi']	Chromia	US Dollar
750	CHSB/BTC	['HitBTC']	SwissBorg	Bitcoin
751	CHSB/ETH	['HitBTC']	SwissBorg	Ethereum
752	CHSB/USD	['Synthetic']	SwissBorg	US Dollar
753	CHZ/BRL	['MercadoBitcoin']	Chiliz	Brazil Real
754	CHZ/BTC	['Binance']	Chiliz	Bitcoin
755	CHZ/CAD	['Synthetic']	Chiliz	Canadian Dollar
756	CHZ/EUR	['Binance']	Chiliz	Euro
757	CHZ/INR	['Bitbns']	Chiliz	Indian Rupee
758	CHZ/TRY	['Binance', 'Paribu']	Chiliz	Turkish Lira
759	CHZ/USD	['Binance', 'BitMax', 'XT.COM']	Chiliz	US Dollar
760	CIX100/USD	['Kucoin']	Cryptoindex.com 100	US Dollar
761	CJ/USD	['Synthetic']	Cryptojacks	US Dollar
762	CKB/BUSD	['Binance']	Nervos Network	Binance USD
763	CKB/USD	['Binance', 'Huobi']	Nervos Network	US Dollar
764	CLAM/BTC	['YoBit']	Clams	Bitcoin
765	CLAM/USD	['Synthetic']	Clams	US Dollar
766	CLOAK/BTC	['YoBit']	CloakCoin	Bitcoin
767	CLOAK/USD	['Synthetic']	CloakCoin	US Dollar
768	CLO/BTC	['HitBTC']	Callisto Network	Bitcoin
769	CLO/ETH	['HitBTC']	Callisto Network	Ethereum
770	CLO/USD	['Bitfinex', 'HitBTC']	Callisto Network	US Dollar
771	CLUB/BTC	['YoBit']	ClubCoin	Bitcoin
772	CLUB/USD	['Synthetic']	ClubCoin	US Dollar
773	CMCT/ETH	['HitBTC']	Crowd Machine	Ethereum
774	CMCT/USD	['HitBTC']	Crowd Machine	US Dollar
775	CME/USD	['Synthetic']	Cashme	US Dollar
776	CMPCO/USD	['Synthetic']	CampusCoin	US Dollar
777	CMS/BTC	['YoBit']	COMSA [ETH]	Bitcoin
778	CMS/USD	['Synthetic']	COMSA [ETH]	US Dollar
779	CMTA/BTC	['YoBit']	Comet	Bitcoin
780	CMTA/USD	['Synthetic']	Comet	US Dollar
781	CMT/BTC	['CoinEx', 'Huobi']	CyberMiles	Bitcoin
782	CMT/ETH	['Huobi']	CyberMiles	Ethereum
783	CMT/USD	['Synthetic']	CyberMiles	US Dollar
784	CND/BTC	['Binance', 'HitBTC']	Cindicator	Bitcoin
785	CND/ETH	['HitBTC']	Cindicator	Ethereum
786	CND/USD	['HitBTC']	Cindicator	US Dollar
787	CNNC/BTC	['YoBit']	Cannation	Bitcoin
788	CNNC/USD	['Synthetic']	Cannation	US Dollar
789	CNO/USD	['Synthetic']	Coin(O)	US Dollar
790	CNT/BTC	['YoBit']	Centurion	Bitcoin
791	CNT/USD	['Synthetic']	Centurion	US Dollar
792	CNX/USD	['Cryptonex']	Cryptonex	US Dollar
793	COAL/USD	['Synthetic']	BitCoal	US Dollar
794	COB/BTC	['Mercatox']	Cobinhood	Bitcoin
795	COB/USD	['Synthetic']	Cobinhood	US Dollar
796	COCOS/USD	['Binance']	Cocos-BCX	US Dollar
797	COFI/BTC	['Kucoin']	CoinFi	Bitcoin
798	COFI/ETH	['Gate.io']	CoinFi	Ethereum
799	COFI/USD	['Gate.io']	CoinFi	US Dollar
800	COLX/BTC	['Crex24']	ColossusXT	Bitcoin
801	COLX/USD	['Synthetic']	ColossusCoinXT	US Dollar
802	COMP/BTC	['Binance', 'Coinbase Pro', 'OKEx']	Compound	Bitcoin
803	COMP/CAD	['Synthetic']	Compound	Canadian Dollar
804	COMP/USD	['Binance', 'Coinbase Pro', 'OKEx']	Compound	US Dollar
805	CON/BTC	['YoBit']	PayCon	Bitcoin
806	CON/USD	['Synthetic']	PayCon	US Dollar
807	CONX/BTC	['YoBit']	Concoin	Bitcoin
808	CONX/USD	['Synthetic']	Concoin	US Dollar
809	COOK/USD	['Gate.io']	Cook Finance	US Dollar
810	CORE/USD	['Bybit']	Core	US Dollar
811	CORE/USD	['Gate.io']	cVault.finance	US Dollar
812	CORG/USD	['Synthetic']	CorgiCoin	US Dollar
813	COR/USD	['Synthetic']	CORION	US Dollar
814	COS/USD	['Synthetic']	COS	US Dollar
815	COT/ETH	['Hotbit']	CoTrader	Ethereum
816	COTI/BTC	['Binance', 'Kucoin']	COTI	Bitcoin
817	COTI/USD	['Binance', 'Huobi']	COTI	US Dollar
818	COT/USD	['Synthetic']	CoTrader	US Dollar
819	COUPE/USD	['Synthetic']	Coupecoin	US Dollar
820	COVAL/USD	['Coinbase Pro', 'Gate.io', 'Synthetic']	Circuits of Value	US Dollar
821	COV/BTC	['HitBTC', 'Kucoin']	Covesting	Bitcoin
822	COV/ETH	['HitBTC', 'Kucoin']	Covesting	Ethereum
823	COV/USD	['Synthetic']	Covesting	US Dollar
824	CPCH/BTC	['Bibox']	CPChain	Bitcoin
825	CPCH/ETH	['Bibox']	CPChain	Ethereum
826	CPCH/USD	['Synthetic']	CPChain	US Dollar
827	CPC/USD	['Livecoin']	Capricoin	US Dollar
828	CRAVE/BTC	['YoBit']	Crave	Bitcoin
829	CRAVE/USD	['Synthetic']	Crave	US Dollar
830	CRB/USD	['Synthetic']	Creditbit	US Dollar
831	CRCA/BTC	['YoBit']	CryCash	Bitcoin
832	CRCA/DOGE	['YoBit']	CryCash	Dogecoin
833	CRCA/ETH	['YoBit']	CryCash	Ethereum
834	CRCA/RUB	['YoBit']	CryCash	Russian Ruble
835	CRCA/USD	['YoBit']	CryCash	US Dollar
836	CRCA/WAVES	['YoBit']	CryCash	Waves
837	CRDNC/USD	['Synthetic']	Credence Coin	US Dollar
838	CRED/BTC	['YoBit']	Verify	Bitcoin
839	CREDO/USD	['Synthetic']	Credo	US Dollar
840	CRED/USD	['Synthetic']	Verify	US Dollar
841	CREVA/USD	['Synthetic']	CrevaCoin	US Dollar
842	CRM/BTC	['Graviex']	Cream	Bitcoin
843	CRM/USD	['Synthetic']	Cream	US Dollar
844	CRO/BTC	['Bittrex', 'HitBTC', 'Huobi']	Crypto.com Coin	Bitcoin
845	CRO/EUR	['Bittrex']	Crypto.com Coin	Euro
846	CRO/IDR	['Indodax']	Crypto.com Coin	Indonesian Rupiah
